,gene_0,gene_1,gene_2,gene_3,gene_4,gene_5,gene_6,gene_7,gene_8,gene_9,gene_10,gene_11,gene_12,gene_13,gene_14,gene_15,gene_16,gene_17,gene_18,gene_19,gene_20,gene_21,gene_22,gene_23,gene_24,gene_25,gene_26,gene_27,gene_28,gene_29,gene_30,gene_31,gene_32,gene_33,gene_34,gene_35,gene_36,gene_37,gene_38,gene_39,gene_40,gene_41,gene_42,gene_43,gene_44,gene_45,gene_46,gene_47,gene_48,gene_49,gene_50,gene_51,gene_52,gene_53,gene_54,gene_55,gene_56,gene_57,gene_58,gene_59,gene_60,gene_61,gene_62,gene_63,gene_64,gene_65,gene_66,gene_67,gene_68,gene_69,gene_70,gene_71,gene_72,gene_73,gene_74,gene_75,gene_76,gene_77,gene_78,gene_79,gene_80,gene_81,gene_82,gene_83,gene_84,gene_85,gene_86,gene_87,gene_88,gene_89,gene_90,gene_91,gene_92,gene_93,gene_94,gene_95,gene_96,gene_97,gene_98,gene_99
R_cell_780,2,2,7,2,0,1,2,1,1,2,2,5,4,0,1,1,4,0,2,1,13,25,31,20,9,10,24,15,12,8,12,1,0,1,2,18,4,1,4,3,6,5,1,2,5,3,3,3,14,1,2,3,0,2,1,2,5,10,1,15,1,6,3,1,7,7,1,3,7,4,0,0,6,3,2,6,4,2,3,0,7,0,0,5,1,2,5,3,5,6,6,4,1,0,1,1,0,0,3,1
R_cell_781,14,26,9,36,0,8,14,11,11,5,8,1,7,8,4,3,4,0,5,1,2,2,7,3,2,5,4,1,3,3,9,3,3,0,7,1,2,0,5,2,0,4,1,3,2,8,9,3,1,3,0,5,0,2,0,5,1,7,1,5,0,1,5,1,5,2,3,3,5,1,0,2,1,4,1,10,2,3,3,2,3,1,4,1,0,1,4,2,2,5,3,3,2,4,0,0,2,3,4,2
R_cell_782,2,0,13,3,1,1,1,1,0,2,26,13,13,8,15,7,39,5,32,19,3,0,4,5,2,2,0,2,4,2,12,6,3,0,5,4,6,3,3,5,5,4,1,3,3,4,2,5,2,1,4,4,1,3,0,1,3,7,1,7,2,0,1,4,3,0,0,3,5,2,1,2,1,1,3,7,2,3,3,2,0,2,2,2,1,5,3,3,1,2,4,0,2,5,1,1,1,1,9,1
R_cell_783,2,2,4,15,2,2,3,2,4,2,10,1,6,1,3,1,4,2,8,5,3,1,7,2,3,0,6,3,8,13,35,9,19,5,9,14,14,7,15,121,4,5,2,1,4,2,2,6,1,1,4,14,2,6,5,0,2,5,2,2,0,1,4,4,3,6,3,2,5,3,1,3,1,3,1,2,3,1,1,2,3,1,5,3,2,4,0,3,8,2,5,1,5,2,1,0,1,1,3,1
R_cell_784,11,11,13,33,3,7,17,8,13,6,4,4,2,3,1,2,5,1,3,1,1,1,2,0,0,3,6,1,2,2,7,5,0,2,3,4,4,2,0,10,1,4,2,3,4,1,7,1,6,2,4,5,1,2,3,2,1,5,0,7,0,6,1,7,7,6,2,2,6,5,1,3,3,1,3,2,0,2,9,0,2,0,6,4,3,6,0,2,2,4,3,1,4,1,2,3,2,1,2,1
R_cell_785,7,1,1,4,2,0,3,3,3,4,4,6,4,10,6,1,1,2,6,3,6,2,3,1,5,1,2,4,2,1,44,7,10,2,12,22,21,15,16,64,3,5,1,7,6,3,5,2,2,2,5,4,0,2,2,2,1,8,3,4,2,2,0,5,7,4,3,4,4,3,1,1,0,5,4,3,1,3,3,4,8,1,1,3,2,6,3,2,1,4,5,2,0,4,0,0,3,1,5,1
R_cell_786,4,2,7,9,1,1,2,5,2,2,19,19,5,14,19,6,13,10,14,9,2,1,12,9,2,2,3,2,1,1,17,1,1,2,10,8,4,1,2,3,3,8,0,8,3,5,2,5,4,2,2,2,2,1,6,0,1,7,1,5,2,1,3,2,8,2,5,6,5,2,1,1,1,0,4,1,3,0,5,1,5,0,4,0,2,3,1,5,3,5,6,4,4,2,2,1,1,0,7,3
R_cell_787,3,0,12,3,1,1,1,2,0,2,6,2,3,2,5,1,3,0,3,1,11,9,29,24,12,6,38,15,19,8,9,3,2,1,5,8,3,3,2,3,5,5,1,1,4,1,9,2,11,1,3,5,3,3,0,1,2,6,1,6,0,3,1,4,3,5,2,1,5,3,0,0,2,3,0,0,4,1,5,4,4,2,0,2,3,10,1,1,7,3,5,2,1,2,1,0,2,6,3,1
R_cell_788,18,17,23,50,5,1,13,15,11,3,3,3,1,1,4,2,3,0,10,1,2,2,5,6,1,1,3,2,5,3,14,2,6,0,3,6,2,2,1,6,8,5,1,4,3,2,7,2,5,3,3,2,1,4,1,1,1,11,1,5,0,3,2,4,4,4,1,2,12,2,2,0,2,1,6,3,2,4,3,6,1,2,2,4,3,4,1,2,7,7,5,2,3,1,1,1,1,1,1,0
R_cell_789,6,2,8,2,0,2,2,1,1,0,1,3,1,6,7,1,5,0,1,0,2,5,4,0,2,5,3,4,3,3,9,3,1,2,7,5,3,5,0,8,23,9,3,21,11,5,18,15,52,10,5,2,0,1,7,1,0,2,0,1,2,2,8,3,1,4,0,2,1,1,0,4,1,5,4,7,1,3,2,5,3,1,5,3,1,4,2,2,4,2,3,1,4,5,0,0,2,2,8,7
R_cell_790,2,1,2,7,0,1,3,4,0,3,5,2,2,2,2,3,1,1,4,1,1,1,7,4,2,2,7,1,1,3,24,3,1,3,3,15,5,1,1,4,25,10,3,23,15,21,23,19,26,14,7,3,2,2,9,1,1,9,1,3,1,2,2,7,5,6,0,2,7,5,2,1,2,0,4,4,3,1,9,0,3,3,4,1,5,0,1,1,2,2,3,4,3,2,0,1,0,0,8,1
R_cell_791,11,10,17,25,3,13,6,10,22,5,3,7,0,2,1,0,4,0,6,2,2,2,6,7,4,1,4,1,1,4,7,4,1,0,6,3,4,3,0,5,2,5,1,3,0,4,7,1,3,4,3,3,2,2,5,2,4,7,3,2,3,0,10,4,5,5,2,2,7,4,2,0,1,2,3,4,4,4,4,6,8,2,3,3,7,1,5,2,7,1,6,2,4,1,2,0,2,2,8,1
R_cell_792,3,4,7,1,0,0,3,2,3,1,5,5,8,5,6,1,1,0,3,2,1,2,6,2,4,0,1,1,2,4,25,5,5,0,5,4,1,0,2,2,9,17,4,16,8,10,18,16,27,9,10,3,2,1,0,1,1,8,2,7,0,5,1,7,4,3,1,1,3,4,1,0,1,6,6,6,3,3,4,1,5,2,3,2,0,3,1,5,1,5,4,1,3,0,4,2,2,4,2,4
R_cell_793,1,0,8,4,2,2,3,6,3,2,9,35,15,17,17,4,30,2,54,5,1,6,3,0,2,2,2,4,2,5,9,2,3,1,2,1,1,4,4,9,4,5,4,2,2,3,5,6,7,3,3,4,1,5,0,3,0,3,3,11,2,2,9,4,9,5,3,2,4,2,1,1,1,1,0,2,2,5,4,3,6,3,1,0,0,4,4,3,4,3,4,0,1,4,2,0,1,0,4,4
R_cell_794,0,5,12,3,1,2,4,0,2,3,3,3,5,6,3,3,4,0,6,6,4,20,36,28,15,10,30,7,7,12,15,5,2,3,3,4,1,3,5,2,4,10,2,3,1,0,6,4,6,3,4,1,3,1,2,1,3,9,0,5,0,6,4,0,1,5,3,3,5,5,1,1,1,1,5,7,1,3,4,6,0,1,4,2,1,1,0,1,2,6,3,1,6,6,0,4,2,1,1,3
R_cell_795,3,1,5,8,1,0,3,4,2,1,40,27,12,18,22,11,16,8,31,15,2,3,7,3,0,2,5,4,1,4,16,2,1,3,4,4,0,0,2,9,10,7,4,2,1,6,5,5,3,4,3,6,0,4,0,2,1,6,2,2,3,8,2,9,3,5,5,1,4,4,1,1,1,5,5,8,4,6,4,0,7,0,1,0,1,3,2,2,2,1,5,4,0,3,1,0,3,3,6,1
R_cell_796,9,1,3,1,1,1,5,2,3,2,2,3,5,6,2,1,2,0,16,1,2,4,5,1,4,3,6,2,3,4,23,6,9,12,5,12,22,10,23,57,3,3,2,5,2,2,2,6,4,2,3,3,1,3,2,3,3,3,4,7,1,3,4,3,3,4,5,2,10,1,1,3,4,6,2,2,2,2,3,2,5,3,3,6,1,6,1,3,4,3,4,4,0,3,4,0,4,2,5,4
R_cell_797,1,1,0,3,0,0,5,2,6,1,11,2,1,3,2,0,13,2,2,7,2,2,15,5,2,1,11,6,2,5,10,2,2,0,6,6,1,2,1,6,17,9,5,14,8,3,16,12,42,31,3,1,1,3,0,3,0,7,1,1,0,1,5,3,3,4,3,1,2,3,0,1,0,1,0,8,3,3,3,2,2,3,4,3,1,6,4,3,4,2,3,3,6,1,1,0,5,2,3,4
R_cell_798,2,0,4,3,0,1,1,3,0,2,11,8,2,19,19,5,21,8,53,9,0,1,10,1,2,0,4,4,5,2,9,10,1,0,5,2,3,0,1,1,2,5,3,3,3,4,4,4,7,1,3,10,2,3,4,0,5,6,0,7,0,0,6,5,1,5,3,2,2,0,0,0,0,7,1,2,2,4,4,5,1,2,0,2,1,1,2,2,3,5,6,2,3,2,1,0,0,0,3,0
R_cell_799,16,12,14,33,3,4,11,11,12,7,13,5,2,3,3,1,6,2,6,3,1,1,6,4,0,3,2,3,2,2,13,2,1,1,2,4,1,0,0,6,5,2,1,5,1,2,4,3,7,2,2,0,1,5,4,1,1,5,0,3,3,4,3,8,4,6,3,1,3,4,3,0,0,8,1,6,0,2,3,7,3,2,0,3,0,4,2,3,6,3,11,3,5,4,0,1,1,4,2,5
R_cell_800,12,17,42,39,5,7,7,9,24,4,2,5,1,8,8,1,1,0,5,2,0,1,5,1,2,2,4,3,0,2,29,6,4,1,4,2,4,0,1,8,2,3,2,2,1,1,8,2,3,5,4,2,3,1,2,2,4,11,3,4,1,4,6,2,5,2,2,2,7,6,4,3,2,5,4,2,1,3,3,2,2,0,4,0,1,3,2,2,6,2,8,3,2,6,3,1,0,1,5,2
R_cell_801,1,2,9,4,0,0,2,1,0,1,6,4,4,10,3,0,5,3,4,2,5,4,3,2,4,3,5,3,3,2,17,0,2,0,3,6,0,0,3,6,31,13,5,15,5,10,22,10,32,10,3,13,1,1,1,1,2,6,1,2,0,1,3,6,3,7,2,1,8,5,3,1,1,3,2,1,1,5,4,5,4,4,1,1,0,4,1,2,6,2,3,8,3,3,1,0,2,0,4,1
R_cell_802,6,0,2,6,0,1,4,2,6,4,2,3,4,0,3,3,4,0,3,5,1,1,5,3,0,0,5,3,6,3,24,5,14,4,4,28,21,9,15,62,3,3,5,0,5,2,6,3,3,3,5,2,0,2,2,2,3,4,3,8,0,2,6,1,4,3,1,4,1,0,0,5,5,0,5,8,2,1,2,4,5,2,0,2,3,5,2,1,3,6,4,4,1,1,0,3,2,2,0,0
R_cell_803,3,0,2,3,0,2,5,3,4,1,35,31,15,6,17,5,26,7,38,14,2,0,7,2,2,1,5,2,2,4,8,3,4,3,8,10,2,1,2,5,1,4,2,3,2,5,4,6,2,1,7,2,1,2,4,2,1,6,1,4,1,5,3,3,4,3,1,0,1,1,4,4,1,5,3,1,2,4,12,1,2,1,4,1,0,1,4,1,1,5,3,2,1,5,2,0,0,0,2,2
R_cell_804,3,3,3,4,0,1,3,2,1,2,17,17,10,14,19,8,19,8,18,18,3,2,7,1,0,6,4,7,2,2,18,2,2,2,5,1,1,3,1,8,9,2,3,2,1,4,3,1,1,4,4,4,3,3,1,2,3,6,1,4,3,1,3,11,5,1,2,0,3,2,3,1,1,0,1,4,2,4,4,2,3,0,1,0,0,2,4,1,2,4,3,3,2,2,1,1,0,3,1,1
R_cell_805,4,1,3,2,1,0,5,0,3,1,10,20,2,16,21,5,15,7,39,1,2,3,2,2,1,2,4,4,2,3,13,0,2,2,3,1,2,1,1,6,4,4,0,12,2,2,0,7,6,0,3,2,1,1,4,2,1,5,3,8,2,1,3,5,2,2,4,0,6,3,1,4,1,6,0,4,4,1,6,3,1,1,0,1,0,1,0,2,1,5,7,7,1,2,0,1,3,1,1,1
R_cell_806,17,9,29,22,1,3,15,8,18,2,2,9,4,13,8,1,4,1,2,3,5,1,4,1,5,1,4,0,2,2,9,2,0,2,4,4,2,3,1,1,7,8,1,1,3,3,6,5,5,0,3,6,1,3,2,1,2,10,4,3,0,2,1,8,4,3,1,1,1,7,1,1,2,6,6,11,3,3,3,4,0,2,3,1,3,3,1,2,4,3,7,0,4,4,1,0,3,0,2,3
R_cell_807,30,11,13,43,2,5,23,19,15,2,5,1,5,6,2,0,5,1,5,2,4,1,8,0,4,4,3,6,2,2,6,5,1,4,5,7,0,1,2,1,3,2,2,4,2,5,6,1,6,3,4,1,0,4,6,0,1,9,1,4,1,2,2,1,6,3,2,3,2,3,1,1,1,5,4,4,1,5,5,2,5,2,3,3,2,5,3,1,3,3,4,3,3,7,1,0,2,3,3,0
R_cell_808,0,3,5,8,0,0,1,3,3,1,4,8,6,8,6,4,1,0,5,2,5,4,41,15,7,10,26,10,17,14,8,4,2,2,4,1,3,0,1,3,4,5,0,5,1,4,9,1,4,4,2,1,0,3,3,2,3,4,1,7,0,2,5,6,3,9,2,3,6,2,0,3,0,1,5,2,4,5,3,1,1,4,1,6,1,5,3,4,4,4,0,1,0,3,0,0,0,2,1,0
R_cell_809,3,0,7,5,2,0,3,4,8,2,38,17,10,15,15,12,29,7,39,13,3,1,6,0,4,1,1,1,1,2,10,3,1,2,6,3,1,0,4,5,6,4,1,3,3,5,6,6,5,4,6,3,0,2,4,3,1,16,1,5,2,2,2,4,2,1,3,2,8,3,0,0,0,1,2,1,0,4,6,3,3,2,4,4,4,4,2,8,4,2,4,1,2,4,1,0,0,4,3,1
R_cell_810,5,7,19,22,1,6,7,2,20,3,5,2,4,6,2,0,4,0,1,2,1,1,6,3,1,2,4,4,3,2,12,2,3,4,6,10,5,1,0,2,7,3,3,3,2,2,10,4,6,3,4,2,1,1,2,0,0,2,1,3,1,6,5,3,6,4,0,3,9,7,1,1,0,6,0,5,4,2,1,5,4,0,3,3,0,0,1,0,5,4,7,2,4,3,0,1,1,3,5,2
R_cell_811,4,0,3,7,1,2,0,6,2,0,4,4,4,3,7,1,1,3,7,6,9,8,28,17,9,13,17,8,12,14,10,1,4,1,5,3,4,1,1,8,2,4,1,6,4,1,6,3,6,0,1,6,3,2,5,3,1,6,0,3,1,4,2,2,3,4,1,1,8,3,2,0,3,3,2,5,4,2,0,6,4,0,2,2,2,8,3,4,3,1,1,3,2,3,2,1,7,1,4,0
R_cell_812,0,0,8,5,0,3,1,4,4,2,27,13,6,19,12,9,33,8,25,26,2,0,1,4,3,2,0,2,3,3,6,0,0,0,4,1,6,3,0,2,4,7,3,1,2,5,2,2,7,5,1,1,3,2,2,1,2,3,2,5,1,1,3,2,2,3,1,3,9,3,0,0,5,4,2,3,1,3,4,2,4,0,7,1,2,4,3,1,3,3,3,3,0,5,0,0,0,2,3,0
R_cell_813,5,3,5,1,0,1,1,2,3,5,0,6,3,3,6,3,3,1,5,4,2,0,5,1,2,1,4,7,6,8,3,5,2,1,3,4,5,1,4,8,31,13,4,30,12,20,14,20,29,15,8,2,1,1,0,0,1,5,1,1,1,1,4,4,4,3,3,2,3,1,0,4,1,2,1,8,4,1,7,2,5,2,3,3,4,1,3,3,9,5,2,3,1,0,1,1,0,1,2,2
R_cell_814,3,2,11,4,1,1,4,3,5,2,6,4,5,8,2,1,10,3,7,4,4,2,9,0,3,2,4,4,3,3,17,2,0,1,3,9,2,2,3,3,7,5,2,13,12,20,16,12,38,20,2,5,2,2,2,1,1,5,0,2,0,7,2,5,5,5,6,1,2,1,2,0,1,3,2,3,2,3,2,1,2,2,2,6,0,3,3,2,5,4,2,1,2,1,0,3,2,1,4,1
R_cell_815,2,0,6,5,1,1,3,0,0,2,3,6,2,10,9,1,3,1,6,4,3,2,6,2,1,1,1,2,3,6,5,4,1,0,2,3,4,0,1,7,19,10,4,10,13,18,16,21,26,13,1,7,1,2,0,5,1,4,2,5,1,6,7,3,4,3,3,0,5,7,0,3,4,5,5,3,2,4,5,3,1,3,0,2,1,4,0,1,4,4,7,2,2,2,1,2,1,1,5,2
R_cell_816,3,2,6,6,0,0,1,1,3,1,5,7,3,2,1,0,3,1,8,2,4,1,3,7,2,4,4,5,0,3,51,3,10,4,16,6,21,17,19,74,5,4,2,6,2,6,7,4,3,2,2,0,3,2,5,1,1,6,0,7,2,2,3,0,3,6,1,2,3,0,3,2,1,6,0,1,2,2,1,2,7,1,0,2,1,9,1,2,4,1,6,1,1,2,0,0,1,4,3,2
R_cell_817,3,2,4,3,2,0,4,2,3,1,3,5,3,8,4,1,4,0,2,4,3,2,6,4,3,2,4,5,4,3,7,4,0,0,4,4,2,3,2,0,30,9,2,17,8,11,20,9,23,12,4,1,1,1,1,1,1,3,1,5,3,3,2,4,2,3,3,3,4,5,0,4,2,2,2,0,1,3,1,5,1,0,3,3,0,3,3,2,8,4,7,0,2,1,0,0,2,1,3,1
R_cell_818,3,2,5,9,0,1,1,4,0,2,8,3,3,12,2,2,4,6,6,3,9,5,16,11,16,5,19,10,12,10,15,1,2,0,1,2,2,0,2,3,2,2,1,3,1,3,8,3,8,1,2,1,0,3,2,4,4,4,3,6,2,1,1,7,4,5,2,4,3,2,2,0,3,9,2,1,1,2,8,2,3,3,0,3,0,5,0,6,9,1,3,6,0,1,4,2,1,0,2,1
R_cell_819,1,1,8,5,1,1,7,2,7,2,4,3,1,6,5,1,5,1,1,1,0,2,6,0,4,1,3,2,6,6,5,3,3,1,5,6,3,0,2,6,13,4,8,18,12,19,17,19,34,11,1,8,0,4,2,2,2,15,2,6,0,2,4,4,6,2,1,1,2,4,1,4,1,6,3,5,4,2,2,1,3,3,3,2,0,2,2,2,5,1,4,1,1,0,3,0,1,2,2,3
R_cell_820,3,0,4,8,0,1,6,3,2,2,3,2,7,4,3,0,5,3,0,2,8,11,28,8,13,19,42,10,14,12,7,1,2,3,3,4,1,0,2,1,4,4,1,5,1,4,5,4,2,4,8,1,1,3,3,1,2,9,2,3,1,2,4,3,3,5,1,1,2,1,2,3,0,0,2,8,3,9,0,3,3,1,1,3,4,2,2,0,11,3,7,3,3,1,1,0,2,2,3,1
R_cell_821,4,0,9,2,0,3,2,2,3,2,7,3,1,8,7,1,6,3,6,5,8,2,33,19,10,12,14,8,13,18,9,3,3,4,4,6,0,2,1,0,9,5,2,4,4,3,2,1,3,2,3,3,1,3,0,1,3,7,1,8,1,3,2,3,3,5,0,5,9,4,1,0,0,3,1,2,3,0,7,2,4,2,1,4,3,1,2,2,5,5,7,2,2,2,1,1,0,3,1,0
R_cell_822,3,2,3,5,0,1,2,0,2,0,2,6,4,9,0,3,1,2,5,6,7,9,38,13,12,13,38,8,16,13,13,2,1,5,5,8,3,1,1,3,6,7,2,2,5,3,7,6,5,6,1,8,0,0,2,1,2,6,8,4,1,2,3,6,5,9,1,4,6,3,2,2,1,7,2,9,1,0,3,1,2,4,2,0,1,10,3,4,6,3,4,1,4,1,0,1,3,2,6,1
R_cell_823,9,2,9,11,0,0,7,2,1,5,28,20,13,25,31,6,22,8,40,6,2,0,1,4,0,3,4,5,5,4,6,4,1,1,2,8,2,1,4,0,5,5,3,9,0,1,3,5,2,4,7,2,0,3,1,2,3,11,5,4,0,3,5,4,4,3,3,2,2,2,1,1,2,3,3,2,2,2,2,1,4,3,0,2,1,5,2,2,2,1,3,1,5,2,1,3,1,6,1,3
R_cell_824,3,0,4,14,0,1,2,1,2,1,23,31,6,15,14,9,24,7,30,14,3,1,7,6,4,3,0,2,3,5,13,4,3,5,3,9,0,1,2,1,1,5,0,7,1,0,4,2,2,2,4,1,2,3,0,1,3,6,0,8,0,2,7,2,0,7,2,0,4,7,2,1,4,3,7,4,1,1,2,2,10,2,4,2,3,3,3,6,3,3,5,5,2,4,0,0,1,3,4,2
R_cell_825,12,0,4,5,0,2,4,0,1,0,3,4,6,9,3,1,4,1,3,4,2,1,6,10,2,0,3,1,5,1,34,6,11,5,14,8,14,11,9,87,3,2,2,3,1,2,4,2,3,3,1,2,3,2,3,1,3,6,2,8,0,4,2,2,6,4,3,5,8,2,0,3,2,1,5,6,2,3,2,3,4,1,2,3,1,4,1,2,12,3,2,2,2,3,2,1,1,2,1,3
R_cell_826,1,5,4,2,1,0,3,3,3,2,6,5,5,5,5,1,1,2,5,2,4,1,12,3,2,2,2,0,2,2,10,3,5,1,5,7,2,3,5,8,29,3,2,26,13,6,21,20,35,12,3,1,5,2,2,1,1,6,4,7,0,0,7,5,3,7,1,4,8,3,0,0,1,2,3,4,1,2,6,1,4,3,1,4,0,5,3,3,2,3,11,5,3,2,1,1,2,1,3,0
R_cell_827,2,2,5,2,2,1,1,3,3,1,5,2,7,4,2,1,4,2,4,2,4,0,5,5,3,1,3,3,4,1,11,1,0,4,3,4,4,1,3,3,22,9,7,46,18,11,17,7,30,11,1,9,3,2,0,0,4,6,0,6,1,3,4,2,3,4,3,1,4,4,2,1,0,4,1,5,6,0,4,3,3,2,1,3,0,8,4,6,6,5,2,4,2,1,2,1,2,1,3,4
R_cell_828,6,3,5,1,0,1,4,4,2,2,2,9,4,2,7,1,0,2,3,1,3,4,24,16,13,13,35,15,7,6,9,3,3,5,6,4,3,0,6,4,2,1,1,6,1,2,1,2,5,2,5,4,1,8,1,3,0,8,2,7,1,11,3,2,1,10,0,1,4,2,0,1,1,1,5,6,1,2,8,3,2,5,5,3,0,7,2,2,2,0,4,8,4,4,0,5,0,1,3,4
R_cell_829,9,0,7,2,0,2,1,1,3,0,9,3,3,5,4,1,1,0,5,4,3,2,6,3,4,2,2,5,5,5,13,10,8,12,13,8,8,8,23,77,3,9,2,4,6,2,7,7,4,7,2,2,0,3,0,0,5,5,1,9,1,1,4,8,3,6,3,1,0,3,1,2,1,2,2,0,6,7,7,1,5,2,0,3,0,4,6,2,0,3,4,3,2,2,1,2,1,0,5,2
R_cell_830,3,3,9,3,1,1,0,7,3,4,6,1,5,11,3,1,7,1,7,4,7,2,6,4,4,2,2,4,9,5,65,5,5,12,9,21,7,9,21,57,2,1,1,0,1,3,3,5,4,1,1,4,1,0,4,2,2,10,1,2,0,1,6,3,2,4,1,5,9,3,3,1,1,4,5,4,2,1,4,0,5,1,1,3,1,2,0,3,5,0,2,7,4,0,2,3,0,0,6,0
R_cell_831,12,4,2,7,0,4,3,0,3,0,6,4,3,4,3,0,5,6,3,2,0,1,6,6,4,3,4,1,4,3,10,3,1,1,3,2,2,1,0,5,16,8,8,11,3,17,8,12,23,13,5,2,0,0,2,3,2,12,1,4,1,2,3,6,5,5,3,4,4,4,3,3,1,2,0,3,1,8,7,1,3,1,2,1,0,4,1,1,5,6,2,4,1,0,1,1,5,4,1,3
R_cell_832,4,2,5,7,0,0,7,1,1,2,5,6,5,5,4,2,6,1,3,2,5,9,27,29,15,10,28,1,10,14,3,2,2,3,6,6,4,2,1,5,3,3,4,1,2,3,1,9,2,2,4,2,1,0,5,3,3,3,1,5,1,0,4,6,4,9,3,2,3,2,1,1,2,3,10,1,2,2,2,1,3,0,7,3,4,9,3,7,3,3,1,3,2,5,2,0,1,1,4,1
R_cell_833,2,2,6,4,0,3,3,4,4,0,3,3,3,11,6,1,1,8,5,4,1,1,6,3,2,4,1,1,1,3,14,2,2,2,4,5,2,2,2,3,14,5,0,28,8,8,22,13,22,17,1,0,1,2,4,1,5,4,2,1,2,2,0,0,3,5,2,3,2,2,2,0,3,3,4,8,3,4,6,3,3,6,1,2,1,6,0,0,6,4,5,8,1,1,1,0,1,4,3,3
R_cell_834,2,2,9,1,3,1,5,3,1,1,6,2,1,6,5,2,6,2,4,4,0,0,8,1,2,1,3,0,1,2,13,1,1,3,2,3,3,3,2,6,19,15,2,23,14,3,17,16,29,16,5,5,2,2,0,0,1,6,3,1,2,3,8,2,5,6,3,3,11,3,1,0,3,1,3,8,2,10,4,1,0,3,1,2,1,1,5,1,2,9,4,3,2,3,0,2,3,3,6,5
R_cell_835,4,2,3,3,2,1,2,5,4,2,6,3,4,5,3,1,1,1,1,3,4,7,15,32,12,13,18,15,7,6,13,1,2,2,2,4,0,4,3,5,2,7,1,5,8,1,4,1,5,1,6,5,1,2,2,1,2,11,6,7,3,2,4,3,3,5,1,3,1,2,0,0,2,2,5,2,3,3,5,7,8,3,0,2,1,2,1,3,3,3,7,5,4,2,1,1,1,1,4,0
R_cell_836,11,9,21,23,1,10,11,8,6,7,5,3,5,9,3,3,6,1,6,11,1,1,4,4,1,3,3,1,6,3,10,4,1,3,3,4,1,1,1,9,6,5,2,1,3,4,6,3,3,1,4,8,1,0,5,2,8,12,1,5,3,5,8,9,5,6,6,3,4,1,2,3,1,4,3,4,0,1,2,2,5,1,2,2,0,1,4,3,4,3,4,1,3,2,0,1,1,2,6,0
R_cell_837,3,1,11,4,1,2,2,2,0,1,2,5,3,8,1,2,0,3,3,5,4,8,46,24,6,7,24,17,7,18,15,2,1,1,2,7,2,1,5,0,3,2,0,4,0,2,4,1,5,1,1,1,2,2,2,8,5,10,0,5,1,3,2,4,2,2,4,2,2,3,1,3,0,3,1,3,1,3,3,0,5,6,4,3,1,5,4,1,6,1,2,2,3,2,1,1,1,1,0,0
R_cell_838,1,0,1,3,2,1,4,0,0,0,4,5,3,8,3,2,6,2,11,1,4,1,7,3,0,1,2,6,2,4,39,4,21,2,11,17,16,7,15,72,2,4,0,4,3,6,4,3,5,5,3,3,0,0,4,1,1,5,2,5,0,2,4,8,4,4,2,1,5,1,2,5,1,3,4,4,1,4,1,1,4,5,3,4,0,2,1,5,11,4,1,5,2,5,2,0,1,0,1,0
R_cell_839,2,0,3,5,1,2,5,3,0,0,23,20,7,4,23,3,24,5,27,16,1,0,2,1,2,2,5,4,3,7,11,1,2,0,5,3,0,2,1,5,4,4,0,3,5,5,6,2,6,2,6,7,0,0,1,0,1,5,3,7,1,2,3,3,4,2,2,1,3,4,2,0,0,6,2,6,3,1,1,2,2,1,2,3,0,3,2,3,2,1,3,2,2,4,2,1,3,1,1,2
R_cell_840,12,7,33,37,3,6,7,8,8,6,6,5,4,4,2,1,0,1,5,7,3,2,8,1,2,7,5,5,4,4,7,6,7,1,3,2,2,1,2,3,5,0,2,2,2,3,4,6,1,5,5,4,1,3,3,3,2,6,0,2,0,2,4,5,7,4,3,2,12,4,2,4,0,0,5,8,3,4,6,0,2,0,3,3,1,3,1,1,5,4,1,4,2,5,1,2,4,0,5,4
R_cell_841,16,9,18,26,2,3,12,12,20,3,4,4,1,8,1,1,4,3,2,3,4,1,7,11,0,2,2,4,7,2,4,2,3,1,4,6,3,0,0,1,2,6,2,4,3,1,2,0,1,5,4,5,2,2,3,2,2,11,0,7,3,2,0,0,4,5,1,2,4,2,1,1,3,2,2,3,1,3,4,2,2,1,1,1,2,13,3,1,4,4,5,1,1,4,1,1,1,1,4,1
R_cell_842,8,0,6,13,0,2,3,2,0,0,4,6,2,7,4,2,3,2,4,0,2,1,5,4,2,1,5,2,4,3,40,6,15,11,12,9,7,12,17,57,4,4,1,2,4,1,6,3,5,2,5,7,1,4,4,1,4,10,1,6,1,4,2,6,7,3,2,3,6,2,2,0,2,3,1,2,1,2,2,4,3,3,1,1,1,5,2,3,3,4,6,2,1,2,0,0,1,0,4,1
R_cell_843,3,0,11,8,2,0,8,0,1,0,7,7,2,3,2,1,3,2,7,4,2,5,5,4,2,6,0,9,3,3,12,3,1,3,7,10,2,0,1,3,15,13,4,16,9,11,18,17,25,15,2,4,1,3,3,2,4,4,3,4,2,2,7,3,5,1,1,3,1,4,3,1,1,2,4,5,0,2,6,3,1,5,1,3,0,4,1,3,6,4,11,2,1,3,1,0,3,2,8,0
R_cell_844,2,2,5,1,1,1,1,4,5,2,8,9,1,4,1,1,0,1,7,3,8,7,45,16,14,10,38,12,14,6,9,3,4,4,4,2,1,1,1,4,6,5,2,2,2,1,13,5,6,4,1,8,1,2,0,1,6,2,0,3,0,3,1,4,5,6,4,1,2,4,3,1,2,6,2,2,2,4,1,2,1,1,3,2,2,5,0,2,2,2,3,4,1,1,2,0,1,1,7,0
