,gene_0,gene_1,gene_2,gene_3,gene_4,gene_5,gene_6,gene_7,gene_8,gene_9,gene_10,gene_11,gene_12,gene_13,gene_14,gene_15,gene_16,gene_17,gene_18,gene_19,gene_20,gene_21,gene_22,gene_23,gene_24,gene_25,gene_26,gene_27,gene_28,gene_29,gene_30,gene_31,gene_32,gene_33,gene_34,gene_35,gene_36,gene_37,gene_38,gene_39,gene_40,gene_41,gene_42,gene_43,gene_44,gene_45,gene_46,gene_47,gene_48,gene_49,gene_50,gene_51,gene_52,gene_53,gene_54,gene_55,gene_56,gene_57,gene_58,gene_59,gene_60,gene_61,gene_62,gene_63,gene_64,gene_65,gene_66,gene_67,gene_68,gene_69,gene_70,gene_71,gene_72,gene_73,gene_74,gene_75,gene_76,gene_77,gene_78,gene_79,gene_80,gene_81,gene_82,gene_83,gene_84,gene_85,gene_86,gene_87,gene_88,gene_89,gene_90,gene_91,gene_92,gene_93,gene_94,gene_95,gene_96,gene_97,gene_98,gene_99
Q_cell_787,1,0,4,6,0,2,8,0,4,3,6,3,5,13,7,2,6,1,6,3,5,1,1,2,7,6,2,2,6,6,19,3,5,0,5,6,5,3,2,1,22,18,3,4,14,14,27,11,17,24,7,4,4,2,5,1,6,7,0,3,0,0,4,5,3,6,3,2,4,0,3,0,1,8,8,5,4,6,6,3,12,5,3,0,0,4,7,2,7,7,10,5,2,4,4,1,3,4,1,0
Q_cell_788,12,12,4,40,4,3,8,3,9,3,12,8,1,10,7,3,3,6,2,1,2,2,4,1,2,2,6,1,4,2,5,1,3,2,1,4,1,2,8,4,7,2,1,1,3,4,3,8,3,6,3,3,1,1,0,4,2,13,5,7,0,5,1,4,5,6,4,5,9,3,0,1,2,2,3,8,3,3,8,1,6,4,0,6,1,7,1,1,1,3,10,0,5,3,2,1,2,2,3,3
Q_cell_789,6,1,5,5,1,1,1,2,4,1,7,4,4,15,5,4,2,1,5,2,1,4,4,4,3,5,5,6,3,5,20,2,7,5,4,20,7,2,5,15,15,8,4,15,18,12,26,5,21,40,2,4,1,3,1,1,0,7,2,2,0,2,6,3,5,7,4,3,3,5,2,1,3,2,7,15,2,5,10,5,5,3,0,2,3,12,2,1,2,3,7,3,3,3,0,2,2,0,4,3
Q_cell_790,4,2,1,2,1,3,1,4,2,2,7,13,5,5,11,5,0,2,0,2,3,1,4,5,6,6,3,1,2,12,18,2,1,1,4,4,1,3,2,5,51,12,8,6,10,15,14,11,15,34,3,3,5,4,1,3,1,15,1,2,2,0,4,6,7,5,1,1,5,1,2,0,0,2,7,6,5,4,5,3,8,1,1,2,0,5,0,0,4,6,4,3,2,0,0,0,2,1,2,2
Q_cell_791,9,2,1,6,0,1,3,3,2,5,4,6,3,3,9,1,9,1,3,3,1,4,9,4,3,3,11,4,5,3,48,10,8,8,12,14,22,11,15,71,7,8,5,4,4,3,1,5,6,6,3,9,3,1,6,1,1,13,4,13,1,1,4,5,3,0,6,0,5,2,2,0,1,6,4,8,2,0,5,1,12,6,5,3,0,6,2,4,5,6,1,3,0,2,3,0,1,1,9,1
Q_cell_792,6,4,1,5,1,0,0,8,2,0,3,7,4,6,2,2,6,0,7,4,12,5,16,12,23,12,59,5,11,11,12,1,3,3,0,5,1,0,2,2,3,8,2,6,6,5,5,2,1,10,7,2,3,0,1,2,1,14,4,4,0,3,1,4,6,6,4,1,3,10,1,3,6,2,5,7,4,0,7,4,6,8,6,2,0,9,5,1,4,9,1,3,7,8,0,0,5,2,6,3
Q_cell_793,8,10,8,40,8,5,15,6,10,6,4,7,3,7,8,2,4,3,7,1,6,0,3,2,3,5,9,0,3,2,8,4,3,0,6,10,4,0,2,8,10,3,4,6,11,2,4,2,9,5,5,5,2,2,4,1,5,5,2,4,0,3,5,9,9,8,3,7,1,4,0,0,1,1,7,3,5,0,12,6,2,2,6,1,0,0,4,3,0,0,3,1,3,3,0,2,1,2,8,1
Q_cell_794,18,6,32,77,1,3,16,10,27,5,9,5,10,8,8,3,1,0,6,4,5,2,5,4,3,4,5,1,3,9,7,3,3,6,2,4,1,2,1,11,3,4,2,4,3,5,4,5,3,7,1,9,1,5,1,3,3,11,3,12,2,1,3,1,2,3,3,3,7,5,1,0,0,4,8,5,2,5,2,4,8,5,5,3,0,5,0,2,3,6,2,2,0,2,0,1,1,3,4,1
Q_cell_795,15,5,9,20,2,0,8,7,8,4,6,14,2,6,8,1,8,1,2,6,1,6,7,0,1,5,3,2,3,6,15,2,3,2,2,5,4,1,4,4,5,3,2,1,3,3,6,1,3,3,6,9,1,2,5,0,2,3,1,1,1,3,0,2,3,1,8,3,10,2,2,4,0,9,5,1,5,2,4,5,10,1,3,1,2,11,1,3,5,3,4,1,2,2,3,1,4,3,4,1
Q_cell_796,4,2,3,10,0,1,3,1,4,3,29,22,7,19,27,1,23,9,32,13,0,1,7,1,3,3,3,2,1,8,8,2,2,2,11,3,4,2,3,7,11,3,2,2,4,4,3,1,5,6,2,3,1,1,4,2,4,5,1,2,1,1,0,5,3,6,3,5,2,6,0,4,1,3,10,6,6,4,3,2,3,2,3,5,3,9,1,4,2,3,2,0,1,2,2,3,0,3,8,0
Q_cell_797,3,1,1,11,0,1,9,3,2,2,11,7,7,5,7,5,6,5,8,4,5,2,4,2,4,4,8,0,5,8,14,2,2,3,1,3,1,2,6,5,46,15,2,15,7,9,27,25,19,40,6,8,2,7,2,1,3,13,1,4,1,3,1,9,2,4,1,2,0,2,2,0,0,1,3,3,3,2,0,2,8,4,3,6,1,5,3,5,4,6,2,1,2,5,1,2,1,1,8,0
Q_cell_798,1,0,4,4,1,0,2,2,1,1,17,5,1,8,7,1,3,3,4,2,22,11,24,15,18,16,57,5,16,7,16,0,2,2,3,6,3,1,6,9,4,6,5,4,7,0,2,3,3,9,5,5,5,10,2,1,6,10,2,6,0,2,4,3,8,7,5,1,4,5,0,2,1,2,3,7,3,3,7,1,6,4,5,1,1,2,2,3,1,4,5,2,5,1,0,1,0,2,2,1
Q_cell_799,2,2,6,6,0,4,5,3,2,2,42,29,19,26,26,3,29,4,35,5,2,0,5,6,4,4,4,2,5,7,14,6,2,0,5,3,6,1,4,6,9,2,3,5,4,7,0,4,4,5,2,3,2,6,2,1,1,6,1,4,1,0,6,6,8,5,9,0,6,6,1,1,2,6,5,11,0,6,10,6,4,2,1,0,1,1,6,2,5,1,9,2,11,3,1,1,3,1,2,1
Q_cell_800,4,3,4,18,0,3,5,4,3,2,6,12,2,5,4,4,4,2,3,0,5,0,8,2,3,0,5,4,4,4,70,16,9,13,7,11,22,5,35,86,4,3,0,4,4,5,8,4,4,5,4,3,0,1,1,4,1,17,5,11,2,5,0,2,2,7,1,3,3,1,1,2,1,5,3,5,2,5,5,5,7,10,2,4,0,3,7,2,5,5,5,2,3,1,0,1,2,0,6,0
Q_cell_801,4,2,3,3,4,2,6,5,3,2,13,6,4,6,6,3,5,2,3,2,0,2,5,4,5,7,2,7,2,4,79,8,16,2,12,11,28,4,43,141,2,4,0,1,8,4,6,1,2,5,4,5,3,4,1,2,0,11,3,6,0,3,3,3,4,4,4,2,7,5,2,0,4,1,10,10,3,4,5,3,2,5,10,3,3,3,2,5,4,4,2,0,1,6,1,2,1,2,3,4
Q_cell_802,20,21,16,30,3,8,13,9,15,5,8,5,3,4,9,3,3,3,7,2,7,1,6,0,5,1,12,8,9,5,16,2,6,0,2,8,5,2,5,10,2,6,4,4,2,6,4,3,1,3,1,1,1,0,1,1,5,17,2,6,1,2,2,5,2,11,2,2,6,1,3,1,1,2,7,10,4,5,3,4,8,2,0,1,0,3,1,1,3,4,5,2,8,4,0,1,2,3,7,0
Q_cell_803,5,10,17,56,2,5,7,10,23,5,6,5,3,8,1,1,4,5,2,10,2,0,6,2,4,3,4,2,1,2,14,4,3,2,5,4,2,2,5,7,4,1,5,4,3,6,8,3,3,3,5,5,1,5,3,1,2,15,2,8,1,4,3,6,6,7,5,1,9,2,0,0,0,10,10,10,3,4,7,4,3,3,2,2,0,14,4,2,4,3,3,1,2,7,2,0,3,2,4,3
Q_cell_804,6,12,8,31,9,12,13,6,9,9,4,6,0,6,9,2,1,1,1,7,4,3,6,1,3,3,6,3,8,9,15,2,7,0,2,5,6,6,3,5,4,6,2,3,5,3,3,12,6,5,9,4,0,1,1,3,0,18,2,7,2,1,1,2,4,5,2,3,6,2,2,6,1,8,5,4,3,0,6,2,7,2,2,2,1,3,2,5,1,7,5,2,1,8,1,0,2,5,6,3
Q_cell_805,8,0,0,5,0,0,2,2,2,2,13,2,1,7,13,3,3,3,1,3,9,8,21,13,11,11,38,5,6,13,7,2,0,2,5,3,5,1,4,8,6,7,0,2,1,8,5,1,2,2,2,8,3,2,0,3,1,1,3,8,1,2,1,2,2,7,4,3,7,4,1,3,3,1,10,6,1,9,9,0,7,3,5,5,1,6,2,1,6,9,5,3,0,5,4,2,1,2,3,0
Q_cell_806,10,7,24,26,4,7,25,12,24,4,4,5,2,4,6,1,7,0,5,0,1,0,11,0,3,1,7,4,2,2,19,2,3,2,6,5,2,1,4,9,2,4,1,2,7,2,3,1,8,3,4,10,3,4,2,2,0,8,1,15,0,2,1,9,6,6,5,3,4,1,1,3,1,4,6,5,2,5,12,6,2,7,2,4,1,5,2,3,3,1,5,1,2,1,0,2,2,5,4,1
Q_cell_807,9,2,1,2,2,0,6,2,0,1,8,9,1,10,9,2,3,3,8,2,8,1,9,2,4,3,8,2,3,6,4,1,6,3,2,2,1,3,5,19,42,4,2,8,14,21,13,16,31,34,1,5,0,1,1,1,0,10,3,9,2,0,5,3,4,3,9,3,4,1,1,1,2,3,2,4,1,5,4,2,5,4,2,2,2,3,3,3,3,4,2,1,2,2,2,2,0,2,8,2
Q_cell_808,5,0,6,12,0,0,1,2,3,7,36,39,5,13,27,18,23,3,64,8,1,2,8,1,4,2,7,7,0,8,13,2,3,1,2,5,4,1,1,13,8,0,2,1,2,3,3,2,7,3,4,5,1,0,5,2,7,8,3,15,1,3,1,1,2,0,3,1,5,2,2,0,5,2,4,5,3,1,3,7,5,3,3,3,1,8,5,7,1,2,4,1,5,2,1,0,1,2,5,2
Q_cell_809,6,1,2,7,1,0,2,3,1,2,6,3,5,2,3,0,2,3,0,3,13,15,23,5,25,15,22,7,17,13,14,2,1,1,2,4,1,2,3,16,9,7,3,2,4,2,9,8,6,0,4,4,1,5,3,1,4,8,1,10,1,1,3,6,3,5,0,2,6,4,3,0,0,1,2,4,0,2,8,4,2,2,2,4,4,8,2,2,6,3,2,1,6,3,1,1,5,3,6,2
Q_cell_810,3,2,0,7,1,1,4,1,5,2,12,8,5,9,4,1,5,4,5,4,3,1,4,3,4,2,13,3,1,2,15,4,4,3,8,2,3,2,3,4,26,9,1,8,7,9,11,13,48,18,1,1,1,2,3,4,0,12,1,8,0,3,3,1,9,2,3,3,7,2,3,2,2,5,4,5,3,8,9,2,4,3,1,2,0,3,1,3,2,4,7,0,1,5,2,3,1,1,3,0
Q_cell_811,20,16,17,41,6,3,7,4,16,6,7,15,5,9,6,4,10,3,5,3,4,2,4,3,5,3,8,2,0,0,10,1,1,1,4,2,2,1,2,7,5,1,1,3,5,9,2,5,2,3,6,1,2,0,0,2,8,9,4,5,0,3,2,5,12,7,5,4,3,4,1,2,0,1,5,0,2,6,6,3,2,4,0,6,0,5,1,5,3,3,7,1,4,0,0,1,1,1,3,1
Q_cell_812,6,1,3,8,0,1,3,1,2,2,24,34,13,14,31,8,15,18,24,7,6,1,3,3,3,3,9,1,5,4,13,4,1,3,13,10,3,1,1,9,5,3,2,3,7,5,4,3,5,2,6,6,1,8,0,2,3,12,1,14,1,1,3,2,1,4,1,0,3,4,2,1,3,3,10,12,5,3,2,5,4,0,2,2,1,2,1,2,2,4,0,3,4,2,0,2,0,1,3,0
Q_cell_813,0,2,6,8,0,2,3,0,2,1,27,46,13,16,36,8,21,10,53,17,4,0,8,4,6,3,3,3,4,5,9,2,1,3,3,0,6,6,3,14,5,0,4,0,5,8,5,0,7,10,5,1,1,0,4,1,2,5,3,5,1,1,4,4,8,1,2,3,5,4,2,2,1,7,8,12,7,1,6,6,4,4,7,4,3,3,4,3,6,7,4,1,3,4,1,0,0,1,7,2
Q_cell_814,3,3,2,2,0,1,6,1,1,1,3,4,2,1,3,4,3,1,2,2,2,2,5,2,2,6,2,4,5,1,19,1,1,3,6,6,2,1,4,5,19,23,1,17,8,21,12,18,27,46,5,2,3,2,1,2,5,4,9,4,1,2,5,5,7,10,4,1,2,2,1,1,1,8,7,12,2,5,6,2,3,2,3,4,0,5,1,4,6,8,1,2,3,4,0,2,0,1,3,1
Q_cell_815,8,3,18,43,1,1,13,10,12,0,16,15,0,7,5,3,3,0,5,2,3,3,2,1,3,7,3,4,5,4,14,4,2,1,9,7,2,0,5,6,2,2,3,4,2,2,5,4,2,0,7,6,7,2,0,4,7,19,3,16,0,1,3,2,4,7,7,0,7,4,1,1,2,10,9,16,2,1,10,2,2,1,0,6,0,1,2,1,6,4,8,5,2,4,3,0,0,2,3,2
Q_cell_816,4,0,3,9,1,2,4,2,2,2,4,5,4,9,5,1,4,2,11,9,13,8,40,17,31,27,22,15,13,4,19,1,1,2,5,9,8,7,1,8,9,1,2,5,4,6,6,1,3,7,9,6,3,0,2,0,7,5,3,2,1,0,4,9,9,3,0,3,5,3,2,0,4,2,8,6,1,5,12,8,4,1,1,3,2,8,3,6,2,8,2,1,6,1,5,2,1,2,8,6
Q_cell_817,1,1,4,13,0,0,2,2,4,4,4,9,8,2,6,3,3,4,9,1,0,5,3,0,1,4,7,3,1,3,37,2,1,3,2,7,0,3,3,8,24,10,7,11,8,6,24,17,38,26,5,8,2,4,1,2,5,8,2,4,0,1,2,7,1,6,7,2,3,3,2,2,2,11,9,7,3,5,18,1,6,3,1,2,2,3,2,1,1,0,4,3,3,5,2,2,1,5,5,0
Q_cell_818,2,3,2,10,1,0,5,0,3,1,8,11,1,7,5,2,6,3,4,5,0,2,14,2,7,3,8,0,7,7,10,5,0,1,2,4,4,1,2,4,31,23,2,17,5,20,25,13,18,16,0,3,3,3,4,4,4,7,2,7,0,3,6,0,12,5,7,3,4,4,0,2,0,4,2,5,1,6,4,1,11,1,0,2,1,4,4,3,1,5,9,0,7,6,0,0,2,1,7,2
Q_cell_819,3,2,4,9,1,1,1,5,1,1,21,27,10,13,42,8,22,6,22,14,1,2,2,5,2,9,6,4,7,0,10,9,2,6,6,7,7,0,4,7,6,4,3,4,4,6,4,4,5,11,3,4,2,7,1,3,5,3,5,3,1,0,5,6,13,8,2,0,4,7,1,4,0,1,2,6,4,5,5,5,2,2,3,3,1,2,9,3,0,6,4,2,1,2,2,0,2,3,2,1
Q_cell_820,4,2,2,3,1,1,1,5,1,1,3,4,1,14,7,4,8,2,5,0,4,9,27,9,24,14,32,9,7,31,17,2,5,2,7,4,4,2,5,2,8,1,1,5,5,1,8,10,3,4,5,3,2,8,2,3,5,7,2,5,1,3,2,3,5,7,0,5,6,3,1,1,3,1,2,2,6,6,6,1,5,6,4,2,0,7,3,3,5,3,3,3,2,6,0,2,1,5,4,0
Q_cell_821,6,3,0,11,2,3,4,1,2,0,6,5,2,7,8,3,9,2,0,2,2,0,16,2,2,3,2,4,5,5,49,10,23,9,15,21,27,9,27,119,7,4,2,3,8,4,7,8,5,3,1,3,0,2,7,2,2,9,1,4,0,1,5,1,8,3,8,3,6,1,2,5,1,4,10,7,2,3,10,2,5,3,1,2,4,3,2,5,3,0,5,0,5,3,0,0,1,3,1,1
Q_cell_822,5,1,4,3,1,2,3,2,2,0,37,18,16,14,34,9,23,14,41,10,3,1,7,2,1,0,5,2,5,1,3,2,6,3,2,1,5,0,3,7,3,9,1,1,1,4,6,9,3,2,5,6,1,3,2,1,4,18,0,13,1,5,6,1,3,4,2,0,2,1,1,1,0,1,6,3,4,8,12,0,5,4,2,2,0,2,5,3,7,4,2,5,5,0,1,1,2,3,5,1
Q_cell_823,8,4,3,5,1,0,1,4,1,2,22,50,5,11,26,6,21,14,60,13,3,4,5,4,4,2,9,2,6,5,16,6,2,1,6,8,6,2,0,4,7,2,2,2,0,6,3,2,4,5,4,4,2,4,2,5,2,8,6,5,0,3,2,10,6,1,4,1,3,6,0,0,3,3,5,3,4,6,10,6,10,4,2,5,0,9,3,1,4,6,2,6,1,3,0,2,1,0,6,4
Q_cell_824,12,17,19,44,6,3,17,4,7,4,5,11,1,13,2,1,5,1,9,3,2,0,8,2,0,3,8,5,1,3,6,4,1,2,5,11,4,1,1,10,8,2,4,2,5,5,6,6,9,9,1,6,3,3,2,5,0,15,2,4,2,1,5,6,7,2,11,2,6,3,2,1,3,5,5,7,1,2,6,6,6,2,2,3,1,3,3,2,5,8,4,2,8,1,1,0,1,0,3,1
Q_cell_825,5,4,5,6,1,1,6,1,3,2,3,3,1,6,5,2,4,0,8,0,5,0,4,0,5,2,8,2,2,2,58,5,14,7,15,12,21,10,25,111,3,5,1,5,4,2,9,1,3,3,6,6,6,2,4,2,1,7,2,6,2,5,2,7,5,11,11,3,11,2,3,2,2,3,12,10,1,2,4,8,6,7,2,4,0,2,3,5,0,4,4,1,1,1,3,0,4,1,10,1
Q_cell_826,4,4,3,4,0,2,0,3,1,1,11,6,3,12,10,1,5,2,4,2,2,0,3,2,4,3,5,3,2,4,14,2,4,4,5,6,5,0,2,11,39,19,8,23,12,14,46,17,31,44,4,1,3,4,1,4,2,13,2,3,1,5,4,2,4,7,7,2,6,1,1,4,1,8,4,3,3,3,11,4,2,5,0,1,0,2,2,4,1,4,4,4,5,2,2,3,1,0,5,0
Q_cell_827,3,1,6,3,6,0,1,1,3,1,4,7,2,9,6,4,9,0,6,1,14,5,29,20,18,10,49,13,11,16,18,6,4,1,3,9,4,0,3,8,7,5,4,7,7,1,5,1,2,11,2,8,0,4,3,3,0,17,1,7,0,1,2,3,3,5,4,4,3,3,0,0,0,5,3,3,1,3,5,2,0,2,0,3,1,9,3,1,2,10,6,0,4,3,1,0,1,1,4,1
Q_cell_828,6,1,2,4,2,0,4,2,2,0,9,7,2,4,11,2,3,3,6,5,2,3,6,2,2,3,3,3,4,5,61,5,15,17,9,19,18,15,34,154,5,1,2,5,3,9,8,4,13,5,3,1,3,4,3,7,3,11,0,6,0,2,3,3,4,4,7,3,3,4,2,4,2,4,6,7,3,5,4,2,4,1,4,5,1,8,1,0,6,5,2,1,3,6,1,1,0,1,3,2
Q_cell_829,4,2,5,6,0,0,3,2,2,2,23,25,15,24,44,20,12,7,68,14,8,4,6,5,1,1,8,2,2,7,15,3,1,2,5,4,1,0,2,5,3,3,1,2,5,8,1,6,4,3,2,2,4,4,2,1,2,9,3,3,0,3,1,4,5,4,0,4,0,2,0,2,4,8,8,9,0,3,2,2,5,6,3,3,2,5,5,0,8,2,4,1,0,0,0,0,3,0,1,5
Q_cell_830,6,1,1,4,0,2,3,1,0,0,46,49,17,13,49,6,13,13,36,8,4,4,2,7,6,6,5,3,5,8,7,1,5,6,3,2,2,2,3,2,6,1,0,4,7,4,3,2,8,6,0,6,2,2,2,3,3,3,4,3,0,3,5,0,6,11,3,2,5,8,0,1,4,6,3,9,0,1,7,6,7,4,3,3,3,0,1,2,4,3,6,5,7,0,1,0,1,1,5,2
Q_cell_831,6,3,0,8,2,1,6,5,2,4,1,11,6,8,9,0,7,2,4,2,3,3,7,5,2,2,3,7,2,5,49,1,18,6,13,13,42,14,32,210,3,8,2,2,7,6,7,4,8,1,6,2,0,0,1,0,5,12,4,8,1,2,5,10,4,8,2,0,8,1,2,1,1,3,10,2,5,5,11,3,1,1,5,4,1,3,0,1,3,3,0,1,0,10,0,4,3,2,1,3
Q_cell_832,18,8,11,47,3,7,13,10,19,3,6,13,4,3,5,1,3,2,5,3,5,0,8,3,1,3,10,8,1,2,20,6,4,3,9,3,5,1,5,5,5,4,2,2,3,0,10,5,6,7,1,8,2,2,0,0,2,6,9,5,0,2,3,9,7,4,4,1,6,1,1,2,3,4,5,7,1,5,10,0,4,1,3,2,2,1,3,4,2,1,2,4,2,5,0,2,0,3,7,1
Q_cell_833,3,0,2,1,1,0,0,1,1,6,8,9,6,5,5,3,4,1,4,3,5,1,6,2,6,0,5,7,7,2,26,5,2,0,9,4,2,2,2,4,17,11,4,15,12,36,13,22,24,17,1,1,1,6,5,1,1,8,4,4,1,0,2,3,2,4,3,1,5,5,1,1,3,7,9,2,4,2,5,2,6,4,3,1,3,7,0,2,8,7,4,3,3,3,0,0,1,0,4,5
Q_cell_834,3,1,1,7,0,0,9,3,2,0,2,7,3,4,8,2,11,0,0,1,10,7,20,24,26,15,50,11,28,7,15,4,0,1,5,4,3,2,2,6,6,3,0,2,3,4,2,6,6,4,4,5,1,5,3,1,3,10,1,1,0,1,3,2,10,7,3,0,2,2,1,1,1,8,9,6,1,8,5,3,5,0,1,2,0,3,2,0,4,9,0,0,3,1,2,1,3,2,3,0
Q_cell_835,1,3,5,16,0,1,4,2,3,2,6,12,3,6,3,5,2,2,3,2,6,0,13,2,2,5,1,4,2,3,17,3,3,4,6,3,3,2,2,8,58,15,1,7,12,21,16,8,28,33,8,5,1,0,3,1,3,4,1,8,3,2,6,3,4,5,5,3,4,5,1,0,3,6,2,9,3,2,5,4,3,2,2,1,3,6,3,2,3,6,2,2,6,5,2,1,0,2,11,2
Q_cell_836,3,4,2,3,1,1,3,3,2,2,7,5,0,4,2,4,1,1,9,2,7,10,50,19,13,36,47,12,11,11,16,1,2,1,3,2,2,2,1,3,7,7,0,3,2,6,7,3,0,9,3,6,3,2,3,2,4,12,1,1,1,3,1,4,4,2,3,2,4,2,1,8,0,9,6,6,0,5,8,6,8,6,7,5,1,4,3,1,6,0,7,3,0,4,2,0,1,2,3,2
Q_cell_837,5,0,0,6,0,2,2,3,1,2,2,3,2,7,10,5,3,1,9,2,1,1,5,1,1,5,5,8,5,7,75,9,7,8,9,12,22,10,29,80,4,7,1,5,10,4,6,0,6,3,6,6,1,1,3,2,5,6,1,4,1,8,4,5,4,7,1,1,6,3,2,1,1,3,5,6,1,4,10,6,6,1,4,1,3,2,0,2,1,5,2,1,3,5,2,2,1,1,2,2
Q_cell_838,6,1,8,3,0,1,6,2,7,1,4,16,1,9,18,7,5,5,3,0,11,3,13,0,1,3,1,3,3,5,42,11,23,3,11,31,2,10,20,74,6,7,3,4,5,1,6,2,4,4,5,1,3,6,2,0,1,26,3,4,0,2,4,4,5,2,1,2,7,2,0,2,2,2,14,2,4,6,2,5,3,1,4,4,1,2,3,3,3,3,7,0,3,12,3,2,1,2,6,0
Q_cell_839,5,2,2,3,3,1,2,1,5,1,3,7,1,4,10,2,2,1,5,1,3,2,5,4,5,4,7,4,6,2,71,3,10,12,9,30,14,7,33,89,4,4,3,5,5,3,3,8,7,3,1,3,4,2,1,3,2,8,1,5,1,1,3,4,7,5,6,1,7,2,0,1,1,6,7,10,2,9,3,3,5,3,2,4,2,0,1,4,2,6,5,6,2,4,1,0,1,6,5,3
Q_cell_840,0,3,0,7,0,1,2,4,4,2,2,5,3,7,3,6,7,1,1,8,10,9,33,15,36,33,67,5,10,11,7,3,3,1,5,5,5,0,2,20,7,4,0,2,5,4,6,8,3,11,6,9,1,6,3,5,6,19,2,6,1,4,4,6,10,4,4,1,6,2,2,1,2,14,3,6,1,3,4,1,18,2,1,0,1,6,3,8,1,3,6,6,0,3,0,0,1,1,2,3
Q_cell_841,4,2,2,4,0,1,2,2,4,1,4,10,0,5,2,0,6,2,4,1,4,8,4,0,3,3,13,6,2,1,51,6,11,9,9,20,4,10,59,148,2,1,1,0,3,6,8,1,1,2,7,4,0,7,2,3,1,3,1,7,1,0,5,4,11,7,1,1,10,5,2,0,5,2,5,11,4,2,7,1,3,5,2,1,1,5,2,2,2,2,2,2,1,5,0,0,3,1,3,1
Q_cell_842,3,3,2,11,0,1,5,1,1,1,5,4,0,12,4,2,8,2,5,6,1,0,1,2,6,2,3,7,5,4,64,2,16,7,12,40,10,8,68,162,7,2,1,4,2,7,2,2,4,4,3,5,4,4,2,3,0,8,5,5,0,1,3,4,7,12,0,1,5,1,0,1,2,7,10,19,2,1,11,2,4,3,4,4,3,6,3,2,1,4,3,1,3,1,0,0,1,5,2,1
Q_cell_843,4,2,5,8,2,2,3,2,2,3,4,6,2,8,5,8,5,3,4,2,2,3,2,0,5,4,4,1,6,2,24,0,6,9,14,20,28,10,22,166,14,2,4,2,3,1,8,3,5,7,2,4,0,6,4,0,0,5,1,7,1,2,2,8,11,9,7,1,0,3,1,3,3,5,7,4,2,5,4,10,7,1,2,4,1,2,4,0,4,3,5,0,1,3,2,0,4,5,3,1
Q_cell_844,3,3,4,2,2,1,3,4,2,5,8,4,2,20,7,12,1,3,3,0,1,1,11,1,1,6,5,2,6,5,14,2,1,2,5,6,8,3,8,6,15,12,6,13,9,20,13,11,23,30,6,2,2,4,3,2,0,14,2,9,2,4,4,1,4,6,5,6,6,2,4,3,1,2,6,7,3,7,9,9,8,4,0,6,0,5,5,3,5,2,3,2,2,6,2,0,0,1,8,1
Q_cell_845,11,11,12,30,7,3,11,7,19,3,5,2,1,8,12,2,6,1,2,1,1,3,3,5,3,4,8,1,8,3,28,0,3,3,3,2,3,3,6,6,6,5,0,3,6,3,3,2,5,2,1,4,1,2,0,3,3,8,5,17,0,3,4,8,2,12,3,2,2,2,2,2,2,2,7,10,3,1,8,0,6,0,1,2,1,1,2,5,4,7,10,0,1,4,0,0,0,1,14,2
Q_cell_846,1,0,4,6,0,1,5,1,2,0,23,19,13,16,29,6,30,10,23,10,1,2,2,7,3,2,4,6,4,4,12,5,3,4,3,3,4,0,4,14,3,1,2,7,6,2,12,3,5,2,11,0,0,4,4,3,2,5,3,2,1,4,2,4,8,4,1,4,1,3,8,2,2,3,4,4,0,1,10,1,4,3,5,2,3,3,0,2,5,2,4,1,6,2,3,1,5,1,5,3
Q_cell_847,3,1,1,16,1,1,1,5,3,3,46,37,24,25,37,10,24,3,52,23,1,4,11,3,2,3,2,7,1,4,8,4,10,1,2,3,6,4,2,2,9,5,1,3,2,2,5,1,2,6,6,0,2,2,2,0,1,20,1,8,0,0,1,3,4,3,6,8,4,5,1,4,2,4,6,6,2,1,3,7,4,3,3,2,4,4,3,2,4,4,9,2,2,3,1,1,3,0,5,2
Q_cell_848,1,1,3,1,0,2,0,4,3,4,31,26,8,16,26,7,15,7,68,15,5,3,1,2,8,2,4,4,10,1,9,1,7,2,12,3,2,1,1,8,7,6,1,0,2,7,9,3,4,3,2,3,0,4,5,1,1,8,4,2,1,1,4,2,10,2,8,1,1,1,2,4,3,5,5,3,4,4,10,4,8,2,1,2,0,4,1,1,3,6,3,2,7,5,2,0,4,1,4,0
Q_cell_849,3,1,6,5,1,1,4,1,2,1,4,9,4,19,7,1,10,0,2,0,1,2,9,4,3,1,11,0,0,4,14,6,0,5,1,4,0,1,5,2,21,27,2,8,10,26,16,11,17,28,5,7,1,5,1,2,10,8,0,9,1,2,7,7,14,11,3,4,7,7,3,0,0,1,8,8,2,6,7,4,6,3,2,1,1,5,2,3,2,2,3,4,2,9,1,3,2,0,4,2
Q_cell_850,11,0,4,11,0,1,1,1,0,0,3,3,6,6,1,4,6,2,4,8,5,0,6,3,5,3,5,4,3,4,10,1,4,5,5,6,2,2,7,9,21,9,2,29,8,13,15,17,24,20,3,4,6,4,2,1,2,5,4,14,1,1,3,4,9,3,2,2,6,11,0,2,2,2,4,2,0,5,6,2,3,5,3,1,4,12,4,1,2,4,4,2,2,3,0,2,0,3,2,1
